time,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m (°)
2023-03-22T20:00,12.6,0.00,0.00,97,0,22,98,22.1,161
2023-03-22T21:00,11.9,0.00,0.00,95,0,33,91,22.1,156
2023-03-22T22:00,9.9,0.00,0.00,58,0,82,59,19.5,152
2023-03-22T23:00,9.5,0.00,0.00,6,0,39,0,23.1,175
2023-03-23T00:00,8.9,0.00,0.00,13,0,14,10,20.6,176
2023-03-23T01:00,8.8,0.00,0.00,17,0,18,53,19.8,181
2023-03-23T02:00,8.3,0.00,0.00,24,0,12,100,16.2,177
2023-03-23T03:00,7.6,0.00,0.00,100,4,8,93,10.1,184
2023-03-23T04:00,6.7,0.00,0.00,100,9,7,93,6.9,189
2023-03-23T05:00,5.2,0.00,0.00,100,0,0,100,10.5,196
2023-03-23T06:00,5.3,0.00,0.00,100,0,3,100,11.2,213
2023-03-23T07:00,5.3,0.00,0.00,100,0,13,100,11.5,224
2023-03-23T08:00,6.3,0.00,0.00,99,0,97,100,7.7,221
2023-03-23T09:00,6.6,0.00,0.00,98,0,100,100,7.1,225
2023-03-23T10:00,7.4,0.00,0.00,96,0,100,79,6.4,227
2023-03-23T11:00,7.3,0.00,0.00,91,0,100,100,9.7,202
2023-03-23T12:00,7.9,0.00,0.00,100,0,4,100,12.1,207
2023-03-23T13:00,10.2,0.00,0.00,99,0,2,87,13.7,210
2023-03-23T14:00,12.3,0.00,0.00,100,0,32,100,14.3,225
2023-03-23T15:00,12.6,1.30,1.30,100,0,95,100,12.7,223
2023-03-23T16:00,13.0,0.10,0.10,100,4,100,100,16.6,204
2023-03-23T17:00,12.0,1.20,1.20,100,100,100,100,14.0,222
2023-03-23T18:00,12.6,0.20,0.20,100,100,100,99,24.5,227
2023-03-23T19:00,11.9,0.00,0.00,100,100,80,100,19.9,235
2023-03-23T20:00,13.3,0.00,0.00,99,46,4,100,23.3,238
2023-03-23T21:00,14.6,0.00,0.00,100,69,97,100,21.3,244
2023-03-23T22:00,14.9,0.00,0.00,97,15,84,100,16.6,240
2023-03-23T23:00,14.7,0.00,0.00,91,1,43,100,17.7,231
2023-03-24T00:00,13.1,0.00,0.00,92,9,31,98,17.3,247
2023-03-24T01:00,13.6,0.00,0.00,94,16,33,100,19.2,242
2023-03-24T02:00,14.3,0.00,0.00,97,6,32,100,18.6,255
2023-03-24T03:00,14.5,0.00,0.00,90,59,22,100,17.7,299
2023-03-24T04:00,13.0,0.00,0.00,100,100,100,85,16.3,315
2023-03-24T05:00,11.9,0.00,0.00,100,28,62,57,19.1,328
2023-03-24T06:00,10.6,0.00,0.00,52,16,42,95,14.7,335
2023-03-24T07:00,9.4,0.00,0.00,40,18,44,58,12.1,333
2023-03-24T08:00,8.2,0.00,0.00,56,2,45,78,14.2,330
2023-03-24T09:00,7.0,0.00,0.00,51,0,51,97,18.8,324
2023-03-24T10:00,6.0,0.00,0.00,100,0,100,100,19.0,327
2023-03-24T11:00,5.7,0.00,0.00,100,1,100,100,15.9,335
2023-03-24T12:00,6.4,0.00,0.00,100,0,100,100,11.6,334
2023-03-24T13:00,6.7,0.00,0.00,100,0,100,100,11.9,331
2023-03-24T14:00,6.6,0.00,0.00,100,0,100,100,11.5,340
2023-03-24T15:00,6.9,0.10,0.10,100,0,100,100,12.7,345
2023-03-24T16:00,7.3,0.10,0.10,100,0,98,100,12.7,335
2023-03-24T17:00,7.9,0.00,0.00,100,0,6,99,8.6,327
2023-03-24T18:00,9.8,0.00,0.00,100,0,95,100,7.7,332
2023-03-24T19:00,10.9,0.00,0.00,100,0,97,100,7.8,338
2023-03-24T20:00,11.5,0.00,0.00,100,0,80,100,4.1,345
2023-03-24T21:00,12.2,0.00,0.00,71,0,31,100,4.3,246
2023-03-24T22:00,11.8,0.00,0.00,100,0,4,100,5.4,200
2023-03-24T23:00,9.2,0.00,0.00,100,0,1,100,13.0,185
2023-03-25T00:00,7.5,0.00,0.00,100,0,0,100,6.7,196
2023-03-25T01:00,6.9,0.00,0.00,99,0,0,100,5.4,184
2023-03-25T02:00,7.5,0.00,0.00,100,0,0,100,0.7,360
2023-03-25T03:00,5.6,0.00,0.00,97,0,0,100,5.5,23
2023-03-25T04:00,5.1,0.00,0.00,58,0,0,100,6.1,50
2023-03-25T05:00,4.5,0.00,0.00,94,0,6,72,6.6,29
2023-03-25T06:00,2.9,0.00,0.00,99,0,50,99,8.1,21
2023-03-25T07:00,3.6,0.00,0.00,99,0,100,100,8.7,45
2023-03-25T08:00,4.2,0.00,0.00,81,0,100,83,14.8,47
2023-03-25T09:00,4.8,0.00,0.00,100,0,100,100,17.9,56
2023-03-25T10:00,5.1,0.00,0.00,100,0,100,100,19.4,80
2023-03-25T11:00,5.9,0.00,0.00,100,0,89,100,21.8,99
2023-03-25T12:00,5.8,0.00,0.00,100,0,100,100,21.2,91
2023-03-25T13:00,6.2,0.00,0.00,100,8,100,100,23.2,97
2023-03-25T14:00,5.9,0.60,0.60,100,25,100,100,21.6,86
2023-03-25T15:00,5.9,0.20,0.20,100,100,100,100,22.3,87
2023-03-25T16:00,5.4,3.10,3.10,100,100,100,100,19.4,90
2023-03-25T17:00,5.9,2.70,2.70,100,100,100,100,17.4,68
2023-03-25T18:00,6.1,1.40,1.40,100,100,100,100,31.4,93
2023-03-25T19:00,6.0,1.00,1.00,100,100,100,100,28.1,92
2023-03-25T20:00,6.4,1.10,1.10,100,100,100,100,25.3,86
2023-03-25T21:00,6.9,0.80,0.80,100,100,11,0,23.9,79
2023-03-25T22:00,7.4,0.40,0.40,100,100,1,0,17.1,65
2023-03-25T23:00,7.4,0.20,0.20,100,100,6,0,18.2,52
2023-03-26T00:00,5.3,0.00,0.00,100,100,12,0,15.0,27
2023-03-26T01:00,5.4,0.00,0.00,100,100,96,2,15.3,34
2023-03-26T02:00,5.3,0.00,0.00,95,93,51,7,12.1,10
2023-03-26T03:00,5.1,0.00,0.00,88,90,77,0,10.7,20
2023-03-26T04:00,4.5,0.00,0.00,93,100,62,1,4.1,345
2023-03-26T05:00,5.0,0.00,0.00,92,25,4,0,6.7,344
2023-03-26T06:00,3.2,0.00,0.00,88,10,0,0,7.9,309
2023-03-26T07:00,4.4,0.00,0.00,90,0,0,0,9.7,255
2023-03-26T08:00,5.6,0.00,0.00,83,0,0,0,15.2,265
2023-03-26T09:00,6.7,0.00,0.00,78,0,0,0,20.3,276
2023-03-26T10:00,5.6,0.00,0.00,64,14,0,0,18.5,277
2023-03-26T11:00,4.8,0.00,0.00,36,3,0,0,19.5,268
2023-03-26T12:00,6.6,0.00,0.00,37,0,0,0,18.1,263
2023-03-26T13:00,8.6,0.00,0.00,4,0,0,0,19.9,257
2023-03-26T14:00,10.1,0.00,0.00,0,0,0,0,22.9,262
2023-03-26T15:00,11.5,0.00,0.00,0,0,0,0,24.5,272
2023-03-26T16:00,12.7,0.00,0.00,0,0,0,0,23.6,277
2023-03-26T17:00,13.8,0.00,0.00,0,0,0,0,21.0,277
2023-03-26T18:00,14.7,0.00,0.00,0,0,0,0,20.9,259
2023-03-26T19:00,15.0,0.00,0.00,0,0,0,0,23.9,259
2023-03-26T20:00,14.9,0.00,0.00,0,0,0,0,24.2,273
2023-03-26T21:00,14.8,0.00,0.00,0,0,0,0,22.3,280
2023-03-26T22:00,13.9,0.00,0.00,0,0,0,0,16.9,271
2023-03-26T23:00,11.6,0.00,0.00,0,0,0,0,11.4,252
2023-03-27T00:00,8.7,0.00,0.00,0,0,0,0,9.6,257
2023-03-27T01:00,10.3,0.00,0.00,0,0,0,0,15.1,271
2023-03-27T02:00,9.0,0.00,0.00,0,0,0,0,11.5,290
2023-03-27T03:00,6.7,0.00,0.00,0,0,0,0,8.4,295
2023-03-27T04:00,5.9,0.00,0.00,0,0,0,0,8.9,320
2023-03-27T05:00,4.8,0.00,0.00,0,0,0,0,8.2,322
2023-03-27T06:00,4.1,0.00,0.00,0,0,0,0,8.1,339
2023-03-27T07:00,3.6,0.00,0.00,0,0,0,2,7.7,349
2023-03-27T08:00,3.6,0.00,0.00,2,0,0,3,10.1,2
2023-03-27T09:00,4.2,0.00,0.00,15,0,2,10,7.1,49
2023-03-27T10:00,4.1,0.00,0.00,38,0,0,4,6.4,38
2023-03-27T11:00,2.5,0.00,0.00,83,0,89,95,9.0,29
2023-03-27T12:00,4.9,0.00,0.00,48,0,98,98,10.8,60
2023-03-27T13:00,7.1,0.00,0.00,16,0,3,0,7.5,55
2023-03-27T14:00,10.1,0.00,0.00,36,0,18,5,9.7,51
2023-03-27T15:00,12.3,0.00,0.00,74,0,68,0,11.3,68
2023-03-27T16:00,14.1,0.00,0.00,75,0,0,0,13.6,101
2023-03-27T17:00,14.8,0.00,0.00,91,0,60,0,17.7,123
2023-03-27T18:00,13.7,0.00,0.00,97,0,96,6,23.7,137
2023-03-27T19:00,11.9,0.00,0.00,77,0,100,8,21.6,136
2023-03-27T20:00,9.9,0.00,0.00,41,0,64,32,18.9,121
2023-03-27T21:00,10.6,0.00,0.00,52,0,100,34,13.6,122
2023-03-27T22:00,9.5,0.00,0.00,97,0,100,0,9.0,90
2023-03-27T23:00,8.6,1.30,1.30,100,2,99,33,7.2,6
2023-03-28T00:00,7.5,0.70,0.70,100,61,100,0,15.0,46
2023-03-28T01:00,6.2,0.60,0.60,99,100,100,0,17.9,56
2023-03-28T02:00,6.1,0.00,0.00,93,65,3,0,15.3,43
2023-03-28T03:00,5.4,0.00,0.00,30,33,7,0,10.7,42
2023-03-28T04:00,4.7,0.00,0.00,1,0,1,0,7.3,11
2023-03-28T05:00,4.1,0.00,0.00,3,5,0,0,9.7,360
2023-03-28T06:00,3.9,0.00,0.00,22,11,32,0,10.1,2
2023-03-28T07:00,3.5,0.00,0.00,40,10,0,0,9.0,2
2023-03-28T08:00,3.0,0.00,0.00,63,22,73,0,8.6,2
2023-03-28T09:00,3.9,0.00,0.00,75,54,100,0,9.0,5
2023-03-28T10:00,4.2,0.00,0.00,93,25,100,0,10.1,2
2023-03-28T11:00,3.7,0.00,0.00,92,64,99,0,11.5,356
2023-03-28T12:00,6.2,0.00,0.00,100,100,100,0,10.7,346
2023-03-28T13:00,5.9,0.30,0.30,100,100,100,0,14.4,338
2023-03-28T14:00,5.5,0.20,0.20,98,100,100,0,14.8,342
2023-03-28T15:00,5.8,0.10,0.10,98,100,99,0,18.4,348
2023-03-28T16:00,7.2,0.00,0.00,95,100,100,0,21.1,351
2023-03-28T17:00,8.0,0.00,0.00,96,100,86,0,17.7,355
2023-03-28T18:00,9.6,0.00,0.00,88,72,19,0,16.3,355
2023-03-28T19:00,10.6,0.00,0.00,89,100,80,0,17.4,333
2023-03-28T20:00,10.4,0.00,0.00,90,35,85,0,14.0,348
2023-03-28T21:00,11.0,0.00,0.00,74,4,16,0,12.8,350
2023-03-28T22:00,11.1,0.00,0.00,17,0,9,0,6.4,333
2023-03-28T23:00,10.7,0.00,0.00,14,0,39,84,3.1,225
2023-03-29T00:00,6.9,0.00,0.00,74,0,100,96,6.2,306
2023-03-29T01:00,7.0,0.00,0.00,93,0,42,100,5.8,338
2023-03-29T02:00,4.9,0.00,0.00,81,0,83,100,7.2,354
2023-03-29T03:00,4.1,0.00,0.00,24,0,21,1,11.2,354
2023-03-29T04:00,3.3,0.00,0.00,41,0,0,43,11.3,351
2023-03-29T05:00,2.4,0.00,0.00,60,0,0,0,7.6,357
2023-03-29T06:00,1.6,0.00,0.00,23,0,1,12,9.0,5
2023-03-29T07:00,1.3,0.00,0.00,19,0,21,2,8.4,340
2023-03-29T08:00,0.5,0.00,0.00,21,0,21,2,8.4,335
2023-03-29T09:00,-0.1,0.00,0.00,46,0,17,39,8.5,332
2023-03-29T10:00,0.8,0.00,0.00,30,0,96,0,8.6,338
2023-03-29T11:00,0.8,0.00,0.00,12,0,45,5,9.0,337
2023-03-29T12:00,2.4,0.00,0.00,1,0,0,0,11.8,337
2023-03-29T13:00,4.7,0.00,0.00,0,0,0,0,10.2,350
2023-03-29T14:00,6.8,0.00,0.00,0,0,0,0,9.8,8
2023-03-29T15:00,8.0,0.00,0.00,0,0,0,0,6.3,24
2023-03-29T16:00,8.9,0.00,0.00,0,0,0,30,1.5,14
2023-03-29T17:00,9.6,0.00,0.00,0,0,0,22,3.3,221
2023-03-29T18:00,10.4,0.00,0.00,4,0,0,38,6.6,202
2023-03-29T19:00,10.6,0.00,0.00,97,0,0,73,13.0,182
2023-03-29T20:00,10.9,0.00,0.00,99,0,16,97,14.1,167
2023-03-29T21:00,9.2,0.00,0.00,100,0,39,98,20.6,161
2023-03-29T22:00,6.7,0.00,0.00,50,0,43,100,21.7,159
2023-03-29T23:00,5.7,0.00,0.00,10,0,13,0,24.2,169
2023-03-30T00:00,5.2,0.00,0.00,51,0,100,2,23.1,176
2023-03-30T01:00,5.6,0.00,0.00,43,0,0,0,21.6,178
2023-03-30T02:00,5.2,0.00,0.00,0,0,29,0,21.4,188
2023-03-30T03:00,4.9,0.00,0.00,28,0,80,0,16.6,204
2023-03-30T04:00,5.7,0.00,0.00,89,0,79,0,21.7,228
2023-03-30T05:00,5.7,0.00,0.00,80,77,98,0,21.2,305
2023-03-30T06:00,3.6,0.10,0.10,61,3,91,7,27.1,338
2023-03-30T07:00,2.0,0.00,0.00,4,0,0,38,28.5,325
2023-03-30T08:00,0.3,0.00,0.00,0,0,0,0,28.2,325
2023-03-30T09:00,-0.7,0.00,0.00,0,0,0,0,26.9,322
2023-03-30T10:00,-1.1,0.00,0.00,0,0,0,0,24.2,319
2023-03-30T11:00,-1.5,0.00,0.00,0,0,0,0,21.2,318
2023-03-30T12:00,-0.3,0.00,0.00,0,0,0,0,18.4,309
2023-03-30T13:00,0.5,0.00,0.00,0,0,0,0,19.9,314
2023-03-30T14:00,1.7,0.00,0.00,0,0,0,0,18.1,313
2023-03-30T15:00,2.8,0.00,0.00,19,1,0,0,17.7,308
2023-03-30T16:00,4.9,0.00,0.00,22,84,0,0,21.9,311
2023-03-30T17:00,5.2,0.00,0.00,22,0,0,0,18.5,303
2023-03-30T18:00,6.3,0.00,0.00,14,0,0,0,16.4,299
2023-03-30T19:00,7.1,0.00,0.00,5,0,0,0,18.2,300
2023-03-30T20:00,7.4,0.00,0.00,0,0,0,0,18.9,301
2023-03-30T21:00,7.5,0.00,0.00,0,0,0,0,18.5,299
2023-03-30T22:00,7.0,0.00,0.00,0,0,0,0,18.0,303
2023-03-30T23:00,5.7,0.00,0.00,0,0,0,0,10.7,303
2023-03-31T00:00,3.3,0.00,0.00,0,0,0,0,7.4,309
2023-03-31T01:00,1.9,0.00,0.00,0,0,0,0,9.4,310
2023-03-31T02:00,1.1,0.00,0.00,0,0,0,20,8.9,291
2023-03-31T03:00,0.6,0.00,0.00,75,0,0,95,8.7,308
2023-03-31T04:00,2.8,0.00,0.00,100,0,0,100,5.0,339
2023-03-31T05:00,2.6,0.00,0.00,98,0,1,100,1.4,360
2023-03-31T06:00,2.4,0.00,0.00,80,0,7,78,3.0,14
2023-03-31T07:00,2.0,0.00,0.00,48,0,40,100,3.3,41
2023-03-31T08:00,2.1,0.00,0.00,94,0,35,43,4.5,194
2023-03-31T09:00,2.1,0.00,0.00,61,0,31,51,6.7,216
2023-03-31T10:00,-0.9,0.00,0.00,21,0,100,90,9.7,231
2023-03-31T11:00,0.8,0.00,0.00,99,0,99,65,5.9,232
2023-03-31T12:00,2.2,0.00,0.00,85,0,57,95,6.9,231
2023-03-31T13:00,4.2,0.00,0.00,100,0,53,100,6.6,209
2023-03-31T14:00,6.2,0.00,0.00,100,4,56,100,9.0,182
2023-03-31T15:00,7.9,0.00,0.00,100,17,97,100,13.6,168
2023-03-31T16:00,8.8,0.00,0.00,100,47,50,100,20.5,152
2023-03-31T17:00,9.7,0.00,0.00,100,100,78,100,29.4,157
2023-03-31T18:00,8.6,0.00,0.00,100,100,99,100,28.4,158
2023-03-31T19:00,8.3,0.00,0.00,100,100,100,100,23.5,151
2023-03-31T20:00,9.0,0.00,0.00,99,14,100,81,20.5,149
2023-03-31T21:00,9.6,0.00,0.00,97,4,98,100,17.9,146
2023-03-31T22:00,9.5,0.00,0.00,99,0,92,100,15.8,145
2023-03-31T23:00,10.0,0.00,0.00,96,10,59,100,11.9,175
2023-04-01T00:00,7.7,0.00,0.00,97,0,15,100,6.6,99
2023-04-01T01:00,7.8,0.00,0.00,97,5,6,29,10.7,160
2023-04-01T02:00,9.5,0.00,0.00,86,13,18,100,10.0,201
2023-04-01T03:00,8.2,0.00,0.00,99,44,100,100,11.2,220
2023-04-01T04:00,9.5,0.00,0.00,99,100,100,100,7.6,205
2023-04-01T05:00,11.6,0.00,0.00,98,11,73,100,14.2,216
2023-04-01T06:00,12.7,0.00,0.00,100,90,100,100,18.9,220
2023-04-01T07:00,12.9,0.00,0.00,100,100,100,100,18.7,214
2023-04-01T08:00,13.0,0.20,0.20,100,100,100,100,18.7,214
2023-04-01T09:00,13.0,0.10,0.10,100,17,73,100,17.4,204
2023-04-01T10:00,12.8,0.20,0.20,99,100,65,100,18.6,202
2023-04-01T11:00,12.6,0.60,0.60,100,100,36,100,17.7,192
2023-04-01T12:00,14.4,0.50,0.50,100,100,100,100,21.9,221
2023-04-01T13:00,14.8,2.60,2.60,100,100,100,100,23.8,212
2023-04-01T14:00,15.5,0.30,0.30,100,100,100,100,26.0,217
2023-04-01T15:00,15.8,2.20,2.20,100,96,100,100,26.4,232
2023-04-01T16:00,17.1,0.30,0.30,100,37,100,100,26.7,233
2023-04-01T17:00,16.9,0.70,0.70,97,17,100,100,24.2,240
2023-04-01T18:00,17.7,0.30,0.30,53,1,26,67,22.4,228
2023-04-01T19:00,19.4,0.00,0.00,7,0,100,0,23.8,215
2023-04-01T20:00,19.6,0.00,0.00,15,0,13,2,24.7,209
2023-04-01T21:00,19.6,0.00,0.00,50,0,40,40,25.8,213
2023-04-01T22:00,19.4,0.00,0.00,64,0,86,77,23.7,224
2023-04-01T23:00,16.5,0.00,0.00,93,0,57,87,22.1,226
2023-04-02T00:00,14.2,1.20,1.20,100,0,100,100,17.0,264
2023-04-02T01:00,12.3,0.90,0.90,95,0,91,100,17.8,324
2023-04-02T02:00,11.7,0.00,0.00,92,1,95,90,14.8,256
2023-04-02T03:00,11.6,0.00,0.00,98,8,97,100,19.5,266
2023-04-02T04:00,10.6,0.00,0.00,100,13,100,26,29.0,300
2023-04-02T05:00,8.7,0.00,0.00,76,61,5,0,35.3,296
2023-04-02T06:00,7.9,0.00,0.00,8,27,4,0,29.4,292
2023-04-02T07:00,7.2,0.00,0.00,43,51,3,0,26.3,283
2023-04-02T08:00,6.2,0.00,0.00,68,22,2,0,26.3,295
2023-04-02T09:00,5.3,0.00,0.00,92,27,0,29,25.2,307
2023-04-02T10:00,4.5,0.00,0.00,6,58,2,41,23.9,315
2023-04-02T11:00,3.7,0.00,0.00,1,22,0,0,26.5,315
2023-04-02T12:00,4.7,0.00,0.00,4,1,0,0,29.9,311
2023-04-02T13:00,4.9,0.00,0.00,0,2,0,0,33.4,317
2023-04-02T14:00,5.4,0.00,0.00,0,0,0,0,32.2,320
2023-04-02T15:00,6.3,0.00,0.00,0,0,0,0,29.2,321
2023-04-02T16:00,7.4,0.00,0.00,0,0,0,0,27.5,318
2023-04-02T17:00,8.3,0.00,0.00,0,0,0,0,25.9,322
2023-04-02T18:00,9.0,0.00,0.00,0,0,0,0,22.5,325
2023-04-02T19:00,9.5,0.00,0.00,0,0,0,0,19.1,324
2023-04-02T20:00,9.8,0.00,0.00,0,0,0,0,17.3,317
2023-04-02T21:00,9.7,0.00,0.00,0,0,0,0,16.3,319
2023-04-02T22:00,9.2,0.00,0.00,0,0,0,0,15.8,317
2023-04-02T23:00,7.8,0.00,0.00,0,0,0,0,12.2,313
2023-04-03T00:00,6.2,0.00,0.00,0,0,0,0,11.2,320
2023-04-03T01:00,5.1,0.00,0.00,0,0,0,0,9.9,316
2023-04-03T02:00,4.3,0.00,0.00,0,0,0,0,10.2,318
2023-04-03T03:00,3.2,0.00,0.00,26,0,0,58,7.9,336
2023-04-03T04:00,2.5,0.00,0.00,34,0,0,60,7.6,352
2023-04-03T05:00,1.5,0.00,0.00,6,0,0,0,6.9,9
2023-04-03T06:00,0.9,0.00,0.00,0,0,1,6,8.1,32
2023-04-03T07:00,0.4,0.00,0.00,0,0,1,6,9.5,65
2023-04-03T08:00,0.3,0.00,0.00,17,0,0,0,8.7,97
2023-04-03T09:00,0.1,0.00,0.00,0,0,0,0,9.0,106
2023-04-03T10:00,-0.2,0.00,0.00,0,0,0,0,9.5,101
2023-04-03T11:00,0.5,0.00,0.00,0,0,4,0,6.6,68
2023-04-03T12:00,3.1,0.00,0.00,0,0,11,6,7.3,70
2023-04-03T13:00,5.7,0.00,0.00,0,0,0,0,9.5,115
2023-04-03T14:00,8.2,0.00,0.00,0,0,1,0,13.9,155
2023-04-03T15:00,9.4,0.00,0.00,0,0,14,0,15.7,160
2023-04-03T16:00,10.5,0.00,0.00,0,0,0,0,18.9,159
2023-04-03T17:00,11.7,0.00,0.00,0,0,0,0,23.1,157
2023-04-03T18:00,12.6,0.00,0.00,0,3,0,0,24.2,157
2023-04-03T19:00,13.3,0.00,0.00,1,3,0,0,27.2,162
2023-04-03T20:00,12.8,0.00,0.00,6,1,0,12,30.9,163
2023-04-03T21:00,12.2,0.00,0.00,46,0,0,93,30.4,163
2023-04-03T22:00,11.5,0.00,0.00,59,0,0,100,25.8,165
2023-04-03T23:00,11.0,0.00,0.00,43,0,77,100,24.9,177
2023-04-04T00:00,9.8,0.00,0.00,19,6,67,30,20.2,176
2023-04-04T01:00,10.3,0.00,0.00,7,0,20,2,18.6,190
2023-04-04T02:00,10.4,0.00,0.00,0,0,1,0,18.0,200
2023-04-04T03:00,9.8,0.00,0.00,0,0,21,0,14.7,208
2023-04-04T04:00,9.5,0.00,0.00,0,0,7,0,10.9,224
2023-04-04T05:00,9.2,0.00,0.00,1,0,2,0,10.4,226
2023-04-04T06:00,8.7,0.00,0.00,1,0,0,0,8.6,213
2023-04-04T07:00,9.1,0.00,0.00,1,0,0,0,8.4,211
2023-04-04T08:00,9.6,0.00,0.00,1,0,2,0,1.8,79
2023-04-04T09:00,7.3,0.00,0.00,0,0,0,0,2.3,72
2023-04-04T10:00,5.9,0.00,0.00,0,0,0,0,5.4,82
2023-04-04T11:00,6.6,0.00,0.00,0,0,1,4,5.9,128
2023-04-04T12:00,8.2,0.00,0.00,3,0,0,0,3.1,45
2023-04-04T13:00,11.2,0.00,0.00,1,0,0,29,2.7,23
2023-04-04T14:00,13.6,0.00,0.00,43,0,0,31,1.8,169
2023-04-04T15:00,15.7,0.00,0.00,13,0,0,61,7.2,183
2023-04-04T16:00,17.7,0.00,0.00,21,0,0,81,9.9,190
2023-04-04T17:00,18.6,0.00,0.00,53,0,0,90,14.0,168
2023-04-04T18:00,18.5,0.00,0.00,87,25,0,100,16.7,147
2023-04-04T19:00,18.2,0.00,0.00,99,100,100,98,15.8,131
2023-04-04T20:00,17.2,0.00,0.00,98,100,100,60,14.0,136
2023-04-04T21:00,17.2,0.00,0.00,93,5,48,79,12.8,148
2023-04-04T22:00,17.9,0.00,0.00,86,2,10,0,14.0,154
2023-04-04T23:00,16.1,0.00,0.00,90,5,100,9,16.8,165
2023-04-05T00:00,15.3,0.00,0.00,94,28,25,76,11.3,171
2023-04-05T01:00,16.2,0.00,0.00,85,21,16,54,12.2,182
2023-04-05T02:00,15.2,0.00,0.00,34,0,3,39,8.7,197
2023-04-05T03:00,14.1,0.00,0.00,9,0,0,7,9.3,196
2023-04-05T04:00,13.1,0.00,0.00,23,15,1,0,10.7,14
2023-04-05T05:00,11.4,0.00,0.00,83,98,0,69,12.9,36
2023-04-05T06:00,11.4,0.00,0.00,100,100,0,88,13.0,39
2023-04-05T07:00,11.6,0.00,0.00,100,100,0,100,14.0,42
2023-04-05T08:00,11.1,0.00,0.00,100,100,0,100,16.6,48
2023-04-05T09:00,10.1,0.00,0.00,100,100,0,69,17.8,47
2023-04-05T10:00,9.9,0.00,0.00,100,100,0,100,16.3,47
2023-04-05T11:00,9.8,0.00,0.00,100,100,0,99,18.1,49
2023-04-05T12:00,9.9,0.00,0.00,95,100,0,77,20.5,72
2023-04-05T13:00,11.3,0.00,0.00,99,100,0,49,19.2,77
2023-04-05T14:00,12.5,0.00,0.00,100,100,5,31,17.6,79
2023-04-05T15:00,13.5,0.10,0.10,100,100,11,100,18.4,94
2023-04-05T16:00,13.1,0.10,0.10,100,100,3,100,18.8,97
2023-04-05T17:00,13.3,0.10,0.10,100,100,4,100,20.2,106
2023-04-05T18:00,13.4,0.00,0.00,100,100,1,100,17.7,102
2023-04-05T19:00,12.9,0.10,0.10,100,100,9,100,16.1,100
2023-04-05T20:00,13.0,0.00,0.00,100,100,0,100,14.1,93
2023-04-05T21:00,13.0,0.00,0.00,100,100,1,100,13.1,98
2023-04-05T22:00,12.7,0.00,0.00,100,100,0,100,14.9,98
2023-04-05T23:00,12.5,0.00,0.00,100,100,100,100,11.5,94
2023-04-06T00:00,9.3,0.00,0.00,100,100,0,99,10.9,73
2023-04-06T01:00,9.8,0.00,0.00,100,100,100,99,9.1,83
2023-04-06T02:00,10.2,0.00,0.00,100,100,40,100,7.6,82
2023-04-06T03:00,10.4,0.00,0.00,98,100,55,100,7.6,82
2023-04-06T04:00,10.9,0.00,0.00,99,100,6,50,9.0,113
2023-04-06T05:00,11.4,0.00,0.00,100,100,16,100,6.3,121
2023-04-06T06:00,11.6,0.00,0.00,100,100,29,100,3.1,45
2023-04-06T07:00,11.5,0.00,0.00,100,100,39,100,3.6,37
2023-04-06T08:00,11.5,0.30,0.30,100,100,97,100,2.3,72
2023-04-06T09:00,11.5,0.00,0.00,97,100,87,92,6.1,152
2023-04-06T10:00,12.2,0.00,0.00,100,100,32,88,2.5,8
2023-04-06T11:00,11.4,0.00,0.00,100,100,5,39,3.6,354
2023-04-06T12:00,10.6,0.00,0.00,100,100,23,87,4.0,10
2023-04-06T13:00,13.0,0.00,0.00,100,58,42,98,1.8,349
2023-04-06T14:00,15.8,0.00,0.00,100,1,100,100,5.8,202
2023-04-06T15:00,18.6,0.00,0.00,84,2,76,92,8.3,198
2023-04-06T16:00,20.5,0.00,0.00,77,0,77,44,13.0,182
2023-04-06T17:00,23.5,0.00,0.00,45,0,100,0,13.4,200
2023-04-06T18:00,25.6,0.00,0.00,89,0,93,20,18.7,236
2023-04-06T19:00,26.4,0.00,0.00,65,0,46,0,18.6,252
2023-04-06T20:00,24.6,0.00,0.00,37,7,54,1,13.8,195
2023-04-06T21:00,21.2,0.00,0.00,48,51,75,47,9.4,182
2023-04-06T22:00,21.2,0.00,0.00,68,34,65,91,6.1,220
2023-04-06T23:00,20.7,0.10,0.10,70,27,64,98,17.6,316
2023-04-07T00:00,17.7,0.50,0.50,94,10,59,100,16.2,348
2023-04-07T01:00,16.7,0.00,0.00,99,9,98,100,12.4,8
2023-04-07T02:00,14.6,1.30,1.30,100,0,100,100,11.4,349
2023-04-07T03:00,14.1,1.10,1.10,100,0,100,92,11.8,333
2023-04-07T04:00,13.9,0.00,0.00,98,0,100,99,13.2,349
2023-04-07T05:00,13.1,0.00,0.00,90,0,60,100,17.7,331
2023-04-07T06:00,12.2,0.00,0.00,92,0,18,100,15.3,330
2023-04-07T07:00,11.3,0.00,0.00,81,0,82,4,15.1,332
2023-04-07T08:00,10.9,0.00,0.00,67,0,94,48,15.5,335
2023-04-07T09:00,10.1,0.00,0.00,95,0,87,79,13.5,331
2023-04-07T10:00,9.4,0.00,0.00,89,0,99,99,13.9,323
